"step_idx","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - _step","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - _step__MIN","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - _step__MAX","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - train mean (50 episode rewards)","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - train mean (50 episode rewards)__MIN","3_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_win - train mean (50 episode rewards)__MAX"
"61708","377","377","377","663.1201591341626","663.1201591341626","663.1201591341626"
"61755","378","378","378","662.5372286871828","662.5372286871828","662.5372286871828"
"61891","379","379","379","653.8198575109445","653.8198575109445","653.8198575109445"
"61957","380","380","380","653.2469991340072","653.2469991340072","653.2469991340072"
"62015","381","381","381","653.3046433398692","653.3046433398692","653.3046433398692"
"62074","382","382","382","652.5805491755709","652.5805491755709","652.5805491755709"
"62129","383","383","383","652.4660536425346","652.4660536425346","652.4660536425346"
"62180","384","384","384","651.4461255969986","651.4461255969986","651.4461255969986"
"62246","385","385","385","651.6333421131683","651.6333421131683","651.6333421131683"
"62306","386","386","386","650.7457747064246","650.7457747064246","650.7457747064246"
"62369","387","387","387","651.4194591007985","651.4194591007985","651.4194591007985"
"62427","388","388","388","650.9359526608504","650.9359526608504","650.9359526608504"
"62563","389","389","389","649.8957672992833","649.8957672992833","649.8957672992833"
"62640","390","390","390","651.1558467296077","651.1558467296077","651.1558467296077"
"62701","391","391","391","651.0627772459943","651.0627772459943","651.0627772459943"
"62762","392","392","392","651.7861052072849","651.7861052072849","651.7861052072849"
"62827","393","393","393","651.8616402520273","651.8616402520273","651.8616402520273"
"62878","394","394","394","652.2045487301741","652.2045487301741","652.2045487301741"
"62930","395","395","395","651.7231746586732","651.7231746586732","651.7231746586732"
"62991","396","396","396","652.4208103576373","652.4208103576373","652.4208103576373"
"63041","397","397","397","651.3072540340274","651.3072540340274","651.3072540340274"
"63093","398","398","398","651.4389267265601","651.4389267265601","651.4389267265601"
"63208","399","399","399","482.9332233379631","482.9332233379631","482.9332233379631"
"63267","400","400","400","422.229071305017","422.229071305017","422.229071305017"
"63325","401","401","401","383.0352220953279","383.0352220953279","383.0352220953279"
"63384","402","402","402","338.9548140092518","338.9548140092518","338.9548140092518"
"63448","403","403","403","295.47841562911276","295.47841562911276","295.47841562911276"
"63511","404","404","404","287.40899699841697","287.40899699841697","287.40899699841697"
"63571","405","405","405","216.1516987766988","216.1516987766988","216.1516987766988"
"63621","406","406","406","215.70550239470853","215.70550239470853","215.70550239470853"
"63672","407","407","407","215.01496916177456","215.01496916177456","215.01496916177456"
"63720","408","408","408","214.53887994564073","214.53887994564073","214.53887994564073"
"64083","409","409","409","181.2422047971385","181.2422047971385","181.2422047971385"
"64173","410","410","410","182.91506633478895","182.91506633478895","182.91506633478895"
"64234","411","411","411","183.59484006294431","183.59484006294431","183.59484006294431"
"64286","412","412","412","183.58231697631268","183.58231697631268","183.58231697631268"
"64340","413","413","413","183.93657671997775","183.93657671997775","183.93657671997775"
"64394","414","414","414","184.50071438359183","184.50071438359183","184.50071438359183"
"64446","415","415","415","183.98568980038974","183.98568980038974","183.98568980038974"
"64495","416","416","416","183.80089806766492","183.80089806766492","183.80089806766492"
"64554","417","417","417","183.65683048990638","183.65683048990638","183.65683048990638"
"64618","418","418","418","184.28178486056328","184.28178486056328","184.28178486056328"
"64749","419","419","419","184.90223792239388","184.90223792239388","184.90223792239388"
"64811","420","420","420","185.4627298323555","185.4627298323555","185.4627298323555"
"64875","421","421","421","185.53367552428207","185.53367552428207","185.53367552428207"
"64929","422","422","422","185.63360323178983","185.63360323178983","185.63360323178983"
"64981","423","423","423","184.96703268035355","184.96703268035355","184.96703268035355"
"65036","424","424","424","185.25845768969114","185.25845768969114","185.25845768969114"
"65097","425","425","425","185.60187701987266","185.60187701987266","185.60187701987266"
"65151","426","426","426","185.72023774344729","185.72023774344729","185.72023774344729"
"65202","427","427","427","185.62372139987704","185.62372139987704","185.62372139987704"
"65250","428","428","428","185.78810253511628","185.78810253511628","185.78810253511628"
"66084","429","429","429","236.49068782370082","236.49068782370082","236.49068782370082"
"66291","430","430","430","243.9843033597595","243.9843033597595","243.9843033597595"
"66466","431","431","431","249.86887536577672","249.86887536577672","249.86887536577672"
"66529","432","432","432","251.08695871673066","251.08695871673066","251.08695871673066"
"66587","433","433","433","250.6338298759705","250.6338298759705","250.6338298759705"
"66643","434","434","434","251.39553835425573","251.39553835425573","251.39553835425573"
"66698","435","435","435","250.21913608144365","250.21913608144365","250.21913608144365"
"66751","436","436","436","250.42951663738629","250.42951663738629","250.42951663738629"
"66806","437","437","437","249.4524249615033","249.4524249615033","249.4524249615033"
"66861","438","438","438","249.82557475023646","249.82557475023646","249.82557475023646"
"66997","439","439","439","250.61063249483118","250.61063249483118","250.61063249483118"
"67057","440","440","440","249.56524391212085","249.56524391212085","249.56524391212085"
"67114","441","441","441","250.2669846124971","250.2669846124971","250.2669846124971"
"67167","442","442","442","249.499896728974","249.499896728974","249.499896728974"
"67225","443","443","443","249.4488119528714","249.4488119528714","249.4488119528714"
"67282","444","444","444","249.51470103919638","249.51470103919638","249.51470103919638"
"67337","445","445","445","249.94928113765184","249.94928113765184","249.94928113765184"
"67389","446","446","446","249.14685064440943","249.14685064440943","249.14685064440943"
"67444","447","447","447","249.6598000981872","249.6598000981872","249.6598000981872"
"67503","448","448","448","249.75440504044363","249.75440504044363","249.75440504044363"
"68581","449","449","449","317.4144693826338","317.4144693826338","317.4144693826338"
"68664","450","450","450","320.25406242217645","320.25406242217645","320.25406242217645"
"68734","451","451","451","320.72547794120294","320.72547794120294","320.72547794120294"
"68798","452","452","452","320.9263034675283","320.9263034675283","320.9263034675283"
"68858","453","453","453","320.76890615273606","320.76890615273606","320.76890615273606"
"68913","454","454","454","320.13556607662724","320.13556607662724","320.13556607662724"
"68971","455","455","455","320.3906030107143","320.3906030107143","320.3906030107143"
"69028","456","456","456","320.1901303592637","320.1901303592637","320.1901303592637"
"69085","457","457","457","321.0189284794657","321.0189284794657","321.0189284794657"
"69142","458","458","458","321.03821780088026","321.03821780088026","321.03821780088026"
"69264","459","459","459","306.9216252302008","306.9216252302008","306.9216252302008"
"69325","460","460","460","303.24728624971357","303.24728624971357","303.24728624971357"
"69385","461","461","461","302.30124903915504","302.30124903915504","302.30124903915504"
"69434","462","462","462","302.6481126950513","302.6481126950513","302.6481126950513"
"69485","463","463","463","301.80488070868404","301.80488070868404","301.80488070868404"
"69539","464","464","464","302.05192333627434","302.05192333627434","302.05192333627434"
"69594","465","465","465","301.9346337972148","301.9346337972148","301.9346337972148"
"69647","466","466","466","302.32034798746173","302.32034798746173","302.32034798746173"
"69700","467","467","467","301.9346090325737","301.9346090325737","301.9346090325737"
"69755","468","468","468","301.7708207812571","301.7708207812571","301.7708207812571"
"70101","469","469","469","319.5963910841248","319.5963910841248","319.5963910841248"
"70166","470","470","470","318.9194429335912","318.9194429335912","318.9194429335912"
"70224","471","471","471","319.5440063036265","319.5440063036265","319.5440063036265"
"70277","472","472","472","319.0686110064436","319.0686110064436","319.0686110064436"
"70331","473","473","473","319.41375474647907","319.41375474647907","319.41375474647907"
"70389","474","474","474","319.4364054826656","319.4364054826656","319.4364054826656"
"70451","475","475","475","319.45529547343483","319.45529547343483","319.45529547343483"
"70504","476","476","476","319.36975736386455","319.36975736386455","319.36975736386455"
"70548","477","477","477","319.04033645049736","319.04033645049736","319.04033645049736"
"70594","478","478","478","318.91359397276085","318.91359397276085","318.91359397276085"
"70703","479","479","479","266.24614656349166","266.24614656349166","266.24614656349166"
"70759","480","480","480","258.2731303809787","258.2731303809787","258.2731303809787"
"70812","481","481","481","252.121637053544","252.121637053544","252.121637053544"
"70865","482","482","482","250.77084980144707","250.77084980144707","250.77084980144707"
"70914","483","483","483","250.7925015453511","250.7925015453511","250.7925015453511"
"70964","484","484","484","250.15074157058746","250.15074157058746","250.15074157058746"
"71014","485","485","485","250.26393661033387","250.26393661033387","250.26393661033387"
"71068","486","486","486","250.08376837148913","250.08376837148913","250.08376837148913"
"71126","487","487","487","250.49059563318252","250.49059563318252","250.49059563318252"
"71184","488","488","488","250.3799005555777","250.3799005555777","250.3799005555777"
"71332","489","489","489","252.51221327000061","252.51221327000061","252.51221327000061"
"71392","490","490","490","252.38636745973972","252.38636745973972","252.38636745973972"
"71446","491","491","491","252.18287402832027","252.18287402832027","252.18287402832027"
"71506","492","492","492","252.58796002276392","252.58796002276392","252.58796002276392"
"71563","493","493","493","252.95623365256816","252.95623365256816","252.95623365256816"
"71614","494","494","494","252.44246652420293","252.44246652420293","252.44246652420293"
"71664","495","495","495","252.3671106708861","252.3671106708861","252.3671106708861"
"71715","496","496","496","252.15493703813644","252.15493703813644","252.15493703813644"
"71769","497","497","497","252.30496417469504","252.30496417469504","252.30496417469504"
"71818","498","498","498","251.65598617673723","251.65598617673723","251.65598617673723"
"71940","499","499","499","184.03957315615725","184.03957315615725","184.03957315615725"
"72004","500","500","500","182.18221981580652","182.18221981580652","182.18221981580652"
"72061","501","501","501","181.16812783740377","181.16812783740377","181.16812783740377"
"72127","502","502","502","181.87065958186642","181.87065958186642","181.87065958186642"
"72196","503","503","503","181.75770530037005","181.75770530037005","181.75770530037005"
"72260","504","504","504","182.8768354920804","182.8768354920804","182.8768354920804"
"72316","505","505","505","182.22683804040872","182.22683804040872","182.22683804040872"
"72381","506","506","506","183.3874583534175","183.3874583534175","183.3874583534175"
"72438","507","507","507","182.85283924944227","182.85283924944227","182.85283924944227"
"72488","508","508","508","182.90999027490264","182.90999027490264","182.90999027490264"
"72615","509","509","509","183.60521193548695","183.60521193548695","183.60521193548695"
"72670","510","510","510","182.876748440881","182.876748440881","182.876748440881"
"72721","511","511","511","182.59638104414162","182.59638104414162","182.59638104414162"
"72773","512","512","512","182.42684685871345","182.42684685871345","182.42684685871345"
"72827","513","513","513","182.88832636534733","182.88832636534733","182.88832636534733"
"72880","514","514","514","182.61855929024702","182.61855929024702","182.61855929024702"
"72940","515","515","515","183.08574738485194","183.08574738485194","183.08574738485194"
"72994","516","516","516","182.94485253865744","182.94485253865744","182.94485253865744"
"73044","517","517","517","182.94015330915352","182.94015330915352","182.94015330915352"
"73098","518","518","518","182.67253855801368","182.67253855801368","182.67253855801368"
"73630","519","519","519","193.92314516934283","193.92314516934283","193.92314516934283"
"73682","520","520","520","193.9286688434973","193.9286688434973","193.9286688434973"
"73733","521","521","521","192.99461771419635","192.99461771419635","192.99461771419635"
"73791","522","522","522","193.4336817042777","193.4336817042777","193.4336817042777"
"73847","523","523","523","193.60278199764443","193.60278199764443","193.60278199764443"
"73906","524","524","524","193.3541960356954","193.3541960356954","193.3541960356954"
"73960","525","525","525","193.33301862394498","193.33301862394498","193.33301862394498"
"74012","526","526","526","192.97364014572136","192.97364014572136","192.97364014572136"
"74065","527","527","527","193.78955996151072","193.78955996151072","193.78955996151072"
"74117","528","528","528","193.79467668243663","193.79467668243663","193.79467668243663"
"74617","529","529","529","223.27387925260254","223.27387925260254","223.27387925260254"
"74679","530","530","530","224.46882484630092","224.46882484630092","224.46882484630092"
"74738","531","531","531","224.28038759617564","224.28038759617564","224.28038759617564"
"74803","532","532","532","225.16974164323292","225.16974164323292","225.16974164323292"
"74856","533","533","533","225.15621094572182","225.15621094572182","225.15621094572182"
"74906","534","534","534","225.28226765161835","225.28226765161835","225.28226765161835"
"74957","535","535","535","225.22669479450636","225.22669479450636","225.22669479450636"
"75009","536","536","536","225.15067571790166","225.15067571790166","225.15067571790166"
"75070","537","537","537","225.17753119573058","225.17753119573058","225.17753119573058"
"75132","538","538","538","225.31956780875385","225.31956780875385","225.31956780875385"
"75280","539","539","539","223.94686786150652","223.94686786150652","223.94686786150652"
"75338","540","540","540","223.60596810788596","223.60596810788596","223.60596810788596"
"75400","541","541","541","224.05969683239368","224.05969683239368","224.05969683239368"
"75461","542","542","542","223.84604313985994","223.84604313985994","223.84604313985994"
"75518","543","543","543","223.60202455335872","223.60202455335872","223.60202455335872"
"75578","544","544","544","224.08205346420954","224.08205346420954","224.08205346420954"
"75636","545","545","545","224.45840720274452","224.45840720274452","224.45840720274452"
"75689","546","546","546","224.59633564156732","224.59633564156732","224.59633564156732"
"75743","547","547","547","224.5274446239393","224.5274446239393","224.5274446239393"
"75801","548","548","548","225.02881255643155","225.02881255643155","225.02881255643155"
"76090","549","549","549","235.74253515547977","235.74253515547977","235.74253515547977"
"76154","550","550","550","235.2242722718869","235.2242722718869","235.2242722718869"
"76207","551","551","551","235.2909256689788","235.2909256689788","235.2909256689788"
"76254","552","552","552","233.8801858814637","233.8801858814637","233.8801858814637"
"76302","553","553","553","233.19721833158547","233.19721833158547","233.19721833158547"
"76353","554","554","554","232.20560688535997","232.20560688535997","232.20560688535997"
"76404","555","555","555","232.21819576084215","232.21819576084215","232.21819576084215"
"76454","556","556","556","231.10797461851467","231.10797461851467","231.10797461851467"
"76504","557","557","557","230.928298770132","230.928298770132","230.928298770132"
"76554","558","558","558","230.82201152580564","230.82201152580564","230.82201152580564"
"76685","559","559","559","230.08031511346485","230.08031511346485","230.08031511346485"
"76749","560","560","560","231.29648151748796","231.29648151748796","231.29648151748796"
"76810","561","561","561","232.06960751189942","232.06960751189942","232.06960751189942"
"76869","562","562","562","232.50178700082043","232.50178700082043","232.50178700082043"
"76925","563","563","563","232.4855931576534","232.4855931576534","232.4855931576534"
"76981","564","564","564","232.66603109822324","232.66603109822324","232.66603109822324"
"77040","565","565","565","232.64422424163084","232.64422424163084","232.64422424163084"
"77095","566","566","566","232.67298597947516","232.67298597947516","232.67298597947516"
"77147","567","567","567","232.84722135713426","232.84722135713426","232.84722135713426"
"77201","568","568","568","232.75888923192463","232.75888923192463","232.75888923192463"
"77361","569","569","569","205.08937314859074","205.08937314859074","205.08937314859074"
"77441","570","570","570","207.20734863887333","207.20734863887333","207.20734863887333"
"77509","571","571","571","207.7221356422776","207.7221356422776","207.7221356422776"
"77569","572","572","572","208.86137411995722","208.86137411995722","208.86137411995722"
"77626","573","573","573","208.30723961008616","208.30723961008616","208.30723961008616"
"77686","574","574","574","209.00090142793294","209.00090142793294","209.00090142793294"
"77740","575","575","575","208.43057642432308","208.43057642432308","208.43057642432308"
"77794","576","576","576","209.05200838229214","209.05200838229214","209.05200838229214"
"77846","577","577","577","208.53355299439656","208.53355299439656","208.53355299439656"
"77897","578","578","578","208.9102241185578","208.9102241185578","208.9102241185578"
"78050","579","579","579","182.7480919726618","182.7480919726618","182.7480919726618"
"78122","580","580","580","182.14080429790482","182.14080429790482","182.14080429790482"
"78194","581","581","581","184.04185154411974","184.04185154411974","184.04185154411974"
"78254","582","582","582","183.8734542989466","183.8734542989466","183.8734542989466"
"78312","583","583","583","183.96410754161894","183.96410754161894","183.96410754161894"
"78372","584","584","584","184.6606826348313","184.6606826348313","184.6606826348313"
"78432","585","585","585","184.84086493766281","184.84086493766281","184.84086493766281"
"78485","586","586","586","185.0169273074676","185.0169273074676","185.0169273074676"
"78537","587","587","587","184.36653435216726","184.36653435216726","184.36653435216726"
"78593","588","588","588","184.44389823819955","184.44389823819955","184.44389823819955"
"78995","589","589","589","208.9410950821179","208.9410950821179","208.9410950821179"
"79127","590","590","590","217.37898051543533","217.37898051543533","217.37898051543533"
"79200","591","591","591","217.31275684637924","217.31275684637924","217.31275684637924"
"79263","592","592","592","217.35065299272156","217.35065299272156","217.35065299272156"
"79321","593","593","593","217.41313528980427","217.41313528980427","217.41313528980427"
"79376","594","594","594","217.15804033986194","217.15804033986194","217.15804033986194"
"79427","595","595","595","216.71555041570025","216.71555041570025","216.71555041570025"
"79476","596","596","596","216.59354878629472","216.59354878629472","216.59354878629472"
"79529","597","597","597","216.5119025252972","216.5119025252972","216.5119025252972"
"79579","598","598","598","216.15820956670427","216.15820956670427","216.15820956670427"
"80229","599","599","599","246.11985931328007","246.11985931328007","246.11985931328007"
"80285","600","600","600","245.67520808274182","245.67520808274182","245.67520808274182"
"80340","601","601","601","246.07491713060077","246.07491713060077","246.07491713060077"
"80394","602","602","602","246.17540003612325","246.17540003612325","246.17540003612325"
"80449","603","603","603","246.84418842291268","246.84418842291268","246.84418842291268"
"80501","604","604","604","246.62357174001423","246.62357174001423","246.62357174001423"
"80557","605","605","605","247.18155894664557","247.18155894664557","247.18155894664557"
"80611","606","606","606","247.17834647503759","247.17834647503759","247.17834647503759"
"80671","607","607","607","247.94697650140125","247.94697650140125","247.94697650140125"
"80725","608","608","608","247.91443739053912","247.91443739053912","247.91443739053912"
"80984","609","609","609","255.27101846213966","255.27101846213966","255.27101846213966"
"81057","610","610","610","255.12879039317258","255.12879039317258","255.12879039317258"
"81119","611","611","611","255.22663108058995","255.22663108058995","255.22663108058995"
"81180","612","612","612","255.2926558934584","255.2926558934584","255.2926558934584"
"81240","613","613","613","255.49934734678624","255.49934734678624","255.49934734678624"
"81295","614","614","614","255.5019614021502","255.5019614021502","255.5019614021502"
"81348","615","615","615","255.09139136245008","255.09139136245008","255.09139136245008"
"81402","616","616","616","255.17982676691133","255.17982676691133","255.17982676691133"
"81454","617","617","617","255.0839667545153","255.0839667545153","255.0839667545153"
"81510","618","618","618","255.30625042933931","255.30625042933931","255.30625042933931"
"81650","619","619","619","254.80245653446534","254.80245653446534","254.80245653446534"
"81716","620","620","620","253.11239552763593","253.11239552763593","253.11239552763593"
"81775","621","621","621","252.90889800261965","252.90889800261965","252.90889800261965"
"81830","622","622","622","251.64668888820154","251.64668888820154","251.64668888820154"
"81888","623","623","623","252.12704552789918","252.12704552789918","252.12704552789918"
"81948","624","624","624","251.74805571020886","251.74805571020886","251.74805571020886"
"82008","625","625","625","252.3441479528111","252.3441479528111","252.3441479528111"
"82066","626","626","626","252.27410929060431","252.27410929060431","252.27410929060431"
"82128","627","627","627","252.98165982176306","252.98165982176306","252.98165982176306"
"82191","628","628","628","253.31382179393734","253.31382179393734","253.31382179393734"
"82576","629","629","629","267.37491073834207","267.37491073834207","267.37491073834207"
"82796","630","630","630","273.90471464826186","273.90471464826186","273.90471464826186"
"82998","631","631","631","284.75994672915044","284.75994672915044","284.75994672915044"
"83272","632","632","632","302.86221283910083","302.86221283910083","302.86221283910083"
"83341","633","633","633","303.27174554774604","303.27174554774604","303.27174554774604"
"83404","634","634","634","303.6957239189927","303.6957239189927","303.6957239189927"
"83462","635","635","635","303.59725459964","303.59725459964","303.59725459964"
"83518","636","636","636","303.8136495704573","303.8136495704573","303.8136495704573"
"83572","637","637","637","303.9817832670095","303.9817832670095","303.9817832670095"
"83630","638","638","638","303.98631086825685","303.98631086825685","303.98631086825685"
"83757","639","639","639","278.6024043941128","278.6024043941128","278.6024043941128"
"83811","640","640","640","269.8453913279282","269.8453913279282","269.8453913279282"
"83864","641","641","641","269.166835075613","269.166835075613","269.166835075613"
"83914","642","642","642","268.71875200398694","268.71875200398694","268.71875200398694"
"83970","643","643","643","268.60273056693126","268.60273056693126","268.60273056693126"
"84029","644","644","644","268.8322349960332","268.8322349960332","268.8322349960332"
"84090","645","645","645","269.3151492427164","269.3151492427164","269.3151492427164"
"84145","646","646","646","269.58359340909175","269.58359340909175","269.58359340909175"
"84201","647","647","647","269.76490859938923","269.76490859938923","269.76490859938923"
"84254","648","648","648","269.87983133530054","269.87983133530054","269.87983133530054"
"84393","649","649","649","230.87018410997348","230.87018410997348","230.87018410997348"
"84453","650","650","650","231.07009748852815","231.07009748852815","231.07009748852815"
"84506","651","651","651","230.46016437423384","230.46016437423384","230.46016437423384"
"84564","652","652","652","230.94062213799546","230.94062213799546","230.94062213799546"
"84617","653","653","653","230.51869102445318","230.51869102445318","230.51869102445318"
"84671","654","654","654","230.87955959745992","230.87955959745992","230.87955959745992"
"84722","655","655","655","230.35053106048102","230.35053106048102","230.35053106048102"
"84779","656","656","656","230.7315642871281","230.7315642871281","230.7315642871281"
"84836","657","657","657","230.33168209562203","230.33168209562203","230.33168209562203"
"84892","658","658","658","230.63093904333817","230.63093904333817","230.63093904333817"
"85236","659","659","659","239.88432199822674","239.88432199822674","239.88432199822674"
"85302","660","660","660","240.3165109074694","240.3165109074694","240.3165109074694"
"85357","661","661","661","239.3821726024506","239.3821726024506","239.3821726024506"
"85409","662","662","662","239.38331025779314","239.38331025779314","239.38331025779314"
"85460","663","663","663","238.65608802534527","238.65608802534527","238.65608802534527"
"85512","664","664","664","238.77068464135763","238.77068464135763","238.77068464135763"
"85570","665","665","665","238.700379984604","238.700379984604","238.700379984604"
"85628","666","666","666","239.13726158414178","239.13726158414178","239.13726158414178"
"85680","667","667","667","238.88741395305087","238.88741395305087","238.88741395305087"
"85736","668","668","668","239.13007008717864","239.13007008717864","239.13007008717864"
"86389","669","669","669","286.50534104853057","286.50534104853057","286.50534104853057"
"86505","670","670","670","295.25502439742996","295.25502439742996","295.25502439742996"
"86563","671","671","671","295.18996872121306","295.18996872121306","295.18996872121306"
"86614","672","672","672","294.9731319143304","294.9731319143304","294.9731319143304"
"86662","673","673","673","294.52554650606476","294.52554650606476","294.52554650606476"
"86709","674","674","674","293.94241468338595","293.94241468338595","293.94241468338595"
"86772","675","675","675","293.96620224646034","293.96620224646034","293.96620224646034"
"86825","676","676","676","293.8994846680791","293.8994846680791","293.8994846680791"
"86882","677","677","677","293.4829425053108","293.4829425053108","293.4829425053108"
"86945","678","678","678","293.66552735273666","293.66552735273666","293.66552735273666"
"87266","679","679","679","286.0411611703215","286.0411611703215","286.0411611703215"
"87331","680","680","680","279.68464476835095","279.68464476835095","279.68464476835095"
"87388","681","681","681","267.45829392244826","267.45829392244826","267.45829392244826"
"87442","682","682","682","248.90918735621057","248.90918735621057","248.90918735621057"
"87494","683","683","683","248.63904847754333","248.63904847754333","248.63904847754333"
"87549","684","684","684","247.666788628651","247.666788628651","247.666788628651"
"87605","685","685","685","247.9019051988998","247.9019051988998","247.9019051988998"
"87658","686","686","686","247.43536591564927","247.43536591564927","247.43536591564927"
"87709","687","687","687","247.54636467678176","247.54636467678176","247.54636467678176"
"87759","688","688","688","246.9229718247491","246.9229718247491","246.9229718247491"
"88617","689","689","689","301.41775099664414","301.41775099664414","301.41775099664414"
"88766","690","690","690","308.82686680434585","308.82686680434585","308.82686680434585"
"88848","691","691","691","309.70357714311393","309.70357714311393","309.70357714311393"
"88916","692","692","692","310.7074769221642","310.7074769221642","310.7074769221642"
"88977","693","693","693","310.75236217308463","310.75236217308463","310.75236217308463"
"89040","694","694","694","311.3443184103406","311.3443184103406","311.3443184103406"
"89092","695","695","695","310.59162890308966","310.59162890308966","310.59162890308966"
"89146","696","696","696","310.82437799537934","310.82437799537934","310.82437799537934"
"89196","697","697","697","310.211425109355","310.211425109355","310.211425109355"
"89249","698","698","698","310.4697166462842","310.4697166462842","310.4697166462842"
"89374","699","699","699","309.21088511406924","309.21088511406924","309.21088511406924"
"89432","700","700","700","308.84797327313834","308.84797327313834","308.84797327313834"
"89487","701","701","701","309.4702026038238","309.4702026038238","309.4702026038238"
"89538","702","702","702","308.8329757308049","308.8329757308049","308.8329757308049"
"89591","703","703","703","309.1534748229045","309.1534748229045","309.1534748229045"
"89646","704","704","704","308.9784560728734","308.9784560728734","308.9784560728734"
"89697","705","705","705","309.17112241916743","309.17112241916743","309.17112241916743"
"89747","706","706","706","308.6391413644494","308.6391413644494","308.6391413644494"
"89802","707","707","707","308.68608524921774","308.68608524921774","308.68608524921774"
"89857","708","708","708","308.4808170812026","308.4808170812026","308.4808170812026"
"89975","709","709","709","291.77974392231675","291.77974392231675","291.77974392231675"
"90035","710","710","710","290.8230190178502","290.8230190178502","290.8230190178502"
"90100","711","711","711","291.48666596797955","291.48666596797955","291.48666596797955"
"90158","712","712","712","291.47548730055803","291.47548730055803","291.47548730055803"
"90214","713","713","713","291.92450096895215","291.92450096895215","291.92450096895215"
"90276","714","714","714","292.31561568777414","292.31561568777414","292.31561568777414"
"90337","715","715","715","292.7160107971763","292.7160107971763","292.7160107971763"
"90399","716","716","716","292.665389893867","292.665389893867","292.665389893867"
"90456","717","717","717","293.02416344772627","293.02416344772627","293.02416344772627"
"90513","718","718","718","292.95887028211274","292.95887028211274","292.95887028211274"
"91449","719","719","719","301.3154891203228","301.3154891203228","301.3154891203228"
"91895","720","720","720","319.6500867377168","319.6500867377168","319.6500867377168"
"91950","721","721","721","319.68111052429873","319.68111052429873","319.68111052429873"
"92003","722","722","722","319.90368102602696","319.90368102602696","319.90368102602696"
"92053","723","723","723","319.99538214790374","319.99538214790374","319.99538214790374"
"92102","724","724","724","320.11329422025386","320.11329422025386","320.11329422025386"
"92155","725","725","725","319.72615785167096","319.72615785167096","319.72615785167096"
"92209","726","726","726","319.5581382135064","319.5581382135064","319.5581382135064"
"92263","727","727","727","319.6350654289404","319.6350654289404","319.6350654289404"
"92316","728","728","728","319.01739686547137","319.01739686547137","319.01739686547137"
"92451","729","729","729","310.33391910216153","310.33391910216153","310.33391910216153"
"92511","730","730","730","310.99895272667845","310.99895272667845","310.99895272667845"
"92566","731","731","731","310.19339910232054","310.19339910232054","310.19339910232054"
"92621","732","732","732","310.536871450884","310.536871450884","310.536871450884"
"92675","733","733","733","310.09471400519647","310.09471400519647","310.09471400519647"
"92729","734","734","734","310.39863767723085","310.39863767723085","310.39863767723085"
"92790","735","735","735","310.27591056054763","310.27591056054763","310.27591056054763"
"92852","736","736","736","311.16741597171216","311.16741597171216","311.16741597171216"
"92910","737","737","737","311.18642633437616","311.18642633437616","311.18642633437616"
"92967","738","738","738","311.815475946574","311.815475946574","311.815475946574"
"93099","739","739","739","256.9656880927349","256.9656880927349","256.9656880927349"
"93165","740","740","740","250.46104861872615","250.46104861872615","250.46104861872615"
"93224","741","741","741","249.8566656884832","249.8566656884832","249.8566656884832"
"93282","742","742","742","249.1947109815098","249.1947109815098","249.1947109815098"
"93341","743","743","743","249.3910974685305","249.3910974685305","249.3910974685305"
"93395","744","744","744","248.40671650193408","248.40671650193408","248.40671650193408"
"93452","745","745","745","249.1998145171068","249.1998145171068","249.1998145171068"
"93504","746","746","746","248.65016003921158","248.65016003921158","248.65016003921158"
"93554","747","747","747","249.034039903016","249.034039903016","249.034039903016"
"93602","748","748","748","248.43048017339746","248.43048017339746","248.43048017339746"
"93729","749","749","749","248.40467167411796","248.40467167411796","248.40467167411796"
"93786","750","750","750","248.16766381288753","248.16766381288753","248.16766381288753"
"93840","751","751","751","247.85409092012117","247.85409092012117","247.85409092012117"
"93899","752","752","752","248.4773085022323","248.4773085022323","248.4773085022323"
"93955","753","753","753","249.25119237135576","249.25119237135576","249.25119237135576"
"94008","754","754","754","249.02810138846803","249.02810138846803","249.02810138846803"
"94063","755","755","755","249.48224610506887","249.48224610506887","249.48224610506887"
"94119","756","756","756","249.63667276274137","249.63667276274137","249.63667276274137"
"94176","757","757","757","249.91299938939116","249.91299938939116","249.91299938939116"
"94236","758","758","758","249.98099900054223","249.98099900054223","249.98099900054223"
"94355","759","759","759","250.2509039511557","250.2509039511557","250.2509039511557"
"94414","760","760","760","250.36593685974714","250.36593685974714","250.36593685974714"
"94472","761","761","761","249.73223056994513","249.73223056994513","249.73223056994513"
"94530","762","762","762","250.03565013409786","250.03565013409786","250.03565013409786"
"94579","763","763","763","249.5732738971372","249.5732738971372","249.5732738971372"
"94631","764","764","764","249.09014468494922","249.09014468494922","249.09014468494922"
"94682","765","765","765","248.55200660052213","248.55200660052213","248.55200660052213"
"94739","766","766","766","248.39420930732","248.39420930732","248.39420930732"
