"step_idx","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - _step","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - _step__MIN","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - _step__MAX","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - train mean (50 episode rewards)","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - train mean (50 episode rewards)__MIN","17_Pendulum_Matlab_Double_RIP_v0_AgentDDPG_DeterministicContinuousActorCriticModel_win3090 - train mean (50 episode rewards)__MAX"
"1553952","2645","2645","2645","14989.7520943196","14989.7520943196","14989.7520943196"
"1559126","2646","2646","2646","15018.774325166647","15018.774325166647","15018.774325166647"
"1566087","2647","2647","2647","15453.789179724501","15453.789179724501","15453.789179724501"
"1576087","2648","2648","2648","16507.059756631686","16507.059756631686","16507.059756631686"
"1583393","2649","2649","2649","17257.688676671987","17257.688676671987","17257.688676671987"
"1585637","2650","2650","2650","17428.78761292133","17428.78761292133","17428.78761292133"
"1587131","2651","2651","2651","17579.669271351984","17579.669271351984","17579.669271351984"
"1587712","2652","2652","2652","17537.6400045765","17537.6400045765","17537.6400045765"
"1589682","2653","2653","2653","17679.963843238962","17679.963843238962","17679.963843238962"
"1599682","2654","2654","2654","18693.672109674997","18693.672109674997","18693.672109674997"
"1604144","2655","2655","2655","18871.812050842476","18871.812050842476","18871.812050842476"
"1605262","2656","2656","2656","17833.338236158783","17833.338236158783","17833.338236158783"
"1606274","2657","2657","2657","17581.11935008389","17581.11935008389","17581.11935008389"
"1607233","2658","2658","2658","17445.886555536905","17445.886555536905","17445.886555536905"
"1610637","2659","2659","2659","17063.879654860688","17063.879654860688","17063.879654860688"
"1616095","2660","2660","2660","17423.46504381153","17423.46504381153","17423.46504381153"
"1616751","2661","2661","2661","16478.690652792517","16478.690652792517","16478.690652792517"
"1617505","2662","2662","2662","16414.187191218953","16414.187191218953","16414.187191218953"
"1618642","2663","2663","2663","16279.64133255593","16279.64133255593","16279.64133255593"
"1621446","2664","2664","2664","16225.928611835825","16225.928611835825","16225.928611835825"
"1623644","2665","2665","2665","16241.359359995686","16241.359359995686","16241.359359995686"
"1625496","2666","2666","2666","16078.453806178639","16078.453806178639","16078.453806178639"
"1626957","2667","2667","2667","15965.716376358727","15965.716376358727","15965.716376358727"
"1627913","2668","2668","2668","15701.730084118773","15701.730084118773","15701.730084118773"
"1631996","2669","2669","2669","15781.708765657375","15781.708765657375","15781.708765657375"
"1633184","2670","2670","2670","15810.889031104729","15810.889031104729","15810.889031104729"
"1642233","2671","2671","2671","16291.11723715622","16291.11723715622","16291.11723715622"
"1644626","2672","2672","2672","16273.602685977843","16273.602685977843","16273.602685977843"
"1646165","2673","2673","2673","16000.180778849279","16000.180778849279","16000.180778849279"
"1648189","2674","2674","2674","16115.735404052977","16115.735404052977","16115.735404052977"
"1650252","2675","2675","2675","16331.600577181347","16331.600577181347","16331.600577181347"
"1652605","2676","2676","2676","16377.409704134681","16377.409704134681","16377.409704134681"
"1653650","2677","2677","2677","16251.222636384166","16251.222636384166","16251.222636384166"
"1656044","2678","2678","2678","16456.14607790515","16456.14607790515","16456.14607790515"
"1661137","2679","2679","2679","16976.909712265322","16976.909712265322","16976.909712265322"
"1662396","2680","2680","2680","16995.27195805972","16995.27195805972","16995.27195805972"
"1663560","2681","2681","2681","15908.19398497323","15908.19398497323","15908.19398497323"
"1665335","2682","2682","2682","15910.486768024017","15910.486768024017","15910.486768024017"
"1667784","2683","2683","2683","16012.63426054619","16012.63426054619","16012.63426054619"
"1668381","2684","2684","2684","15861.819202371033","15861.819202371033","15861.819202371033"
"1672945","2685","2685","2685","16189.127671142407","16189.127671142407","16189.127671142407"
"1674936","2686","2686","2686","16151.216511879717","16151.216511879717","16151.216511879717"
"1683012","2687","2687","2687","17064.396190167892","17064.396190167892","17064.396190167892"
"1684512","2688","2688","2688","17205.87893809707","17205.87893809707","17205.87893809707"
"1685742","2689","2689","2689","17242.543267293655","17242.543267293655","17242.543267293655"
"1688338","2690","2690","2690","17456.803931339873","17456.803931339873","17456.803931339873"
"1689031","2691","2691","2691","17346.529492908252","17346.529492908252","17346.529492908252"
"1690927","2692","2692","2692","17289.085210453042","17289.085210453042","17289.085210453042"
"1692165","2693","2693","2693","17385.495810220134","17385.495810220134","17385.495810220134"
"1692548","2694","2694","2694","17266.41494947555","17266.41494947555","17266.41494947555"
"1697339","2695","2695","2695","17742.68005063996","17742.68005063996","17742.68005063996"
"1699931","2696","2696","2696","17439.548589454993","17439.548589454993","17439.548589454993"
"1701533","2697","2697","2697","16827.31918886835","16827.31918886835","16827.31918886835"
"1702914","2698","2698","2698","15819.160908671198","15819.160908671198","15819.160908671198"
"1704384","2699","2699","2699","15141.76736733167","15141.76736733167","15141.76736733167"
"1705229","2700","2700","2700","14982.605417472101","14982.605417472101","14982.605417472101"
"1711508","2701","2701","2701","15699.557708798251","15699.557708798251","15699.557708798251"
"1717926","2702","2702","2702","16620.347394548146","16620.347394548146","16620.347394548146"
"1721268","2703","2703","2703","16883.690487904525","16883.690487904525","16883.690487904525"
"1722020","2704","2704","2704","15764.518000649654","15764.518000649654","15764.518000649654"
"1722593","2705","2705","2705","15281.431633277736","15281.431633277736","15281.431633277736"
"1723191","2706","2706","2706","15225.351097435958","15225.351097435958","15225.351097435958"
"1725617","2707","2707","2707","15464.079227543161","15464.079227543161","15464.079227543161"
"1733115","2708","2708","2708","16533.866413578882","16533.866413578882","16533.866413578882"
"1734943","2709","2709","2709","16358.987077328602","16358.987077328602","16358.987077328602"
"1741537","2710","2710","2710","16746.13625151109","16746.13625151109","16746.13625151109"
"1743118","2711","2711","2711","16936.962757465375","16936.962757465375","16936.962757465375"
"1748270","2712","2712","2712","17741.430772041324","17741.430772041324","17741.430772041324"
"1749652","2713","2713","2713","17828.084170106085","17828.084170106085","17828.084170106085"
"1753802","2714","2714","2714","18210.737487216353","18210.737487216353","18210.737487216353"
"1754369","2715","2715","2715","18000.461696033202","18000.461696033202","18000.461696033202"
"1758215","2716","2716","2716","18382.119807981555","18382.119807981555","18382.119807981555"
"1760211","2717","2717","2717","18497.11587963129","18497.11587963129","18497.11587963129"
"1763869","2718","2718","2718","19016.13575092639","19016.13575092639","19016.13575092639"
"1765364","2719","2719","2719","18670.977420284744","18670.977420284744","18670.977420284744"
"1767653","2720","2720","2720","18926.33362541535","18926.33362541535","18926.33362541535"
"1770271","2721","2721","2721","18233.26070942149","18233.26070942149","18233.26070942149"
"1773018","2722","2722","2722","18377.561034248596","18377.561034248596","18377.561034248596"
"1774439","2723","2723","2723","18430.80632923367","18430.80632923367","18430.80632923367"
"1777781","2724","2724","2724","18749.336330270653","18749.336330270653","18749.336330270653"
"1780685","2725","2725","2725","18958.786387191005","18958.786387191005","18958.786387191005"
"1781845","2726","2726","2726","18851.27234762667","18851.27234762667","18851.27234762667"
"1783074","2727","2727","2727","18898.928488510126","18898.928488510126","18898.928488510126"
"1785376","2728","2728","2728","18993.626446166836","18993.626446166836","18993.626446166836"
"1786298","2729","2729","2729","18515.18185645201","18515.18185645201","18515.18185645201"
"1787600","2730","2730","2730","18581.7041814998","18581.7041814998","18581.7041814998"
"1789701","2731","2731","2731","18774.84830021545","18774.84830021545","18774.84830021545"
"1790887","2732","2732","2732","18730.13218438042","18730.13218438042","18730.13218438042"
"1791561","2733","2733","2733","18510.34528976774","18510.34528976774","18510.34528976774"
"1792623","2734","2734","2734","18634.74854006502","18634.74854006502","18634.74854006502"
"1793830","2735","2735","2735","18295.353147564347","18295.353147564347","18295.353147564347"
"1796524","2736","2736","2736","18483.134153275736","18483.134153275736","18483.134153275736"
"1800000","2737","2737","2737","18055.0219452215","18055.0219452215","18055.0219452215"
"1802536","2738","2738","2738","18248.4569100213","18248.4569100213","18248.4569100213"
"1804500","2739","2739","2739","18441.138948368094","18441.138948368094","18441.138948368094"
"1806795","2740","2740","2740","18477.390100072964","18477.390100072964","18477.390100072964"
"1810346","2741","2741","2741","18978.912674384545","18978.912674384545","18978.912674384545"
"1814036","2742","2742","2742","19375.59649736438","19375.59649736438","19375.59649736438"
"1815611","2743","2743","2743","19471.423804475482","19471.423804475482","19471.423804475482"
"1817630","2744","2744","2744","19756.798276876907","19756.798276876907","19756.798276876907"
"1819644","2745","2745","2745","19433.729842956953","19433.729842956953","19433.729842956953"
"1820357","2746","2746","2746","19230.279347096322","19230.279347096322","19230.279347096322"
"1825101","2747","2747","2747","19800.519719163884","19800.519719163884","19800.519719163884"
"1829866","2748","2748","2748","20411.423529149106","20411.423529149106","20411.423529149106"
"1833655","2749","2749","2749","20866.246780681344","20866.246780681344","20866.246780681344"
"1834823","2750","2750","2750","20953.782595900066","20953.782595900066","20953.782595900066"
"1836926","2751","2751","2751","20419.81530158498","20419.81530158498","20419.81530158498"
"1837951","2752","2752","2752","19582.426677332413","19582.426677332413","19582.426677332413"
"1841786","2753","2753","2753","19788.970458367654","19788.970458367654","19788.970458367654"
"1844057","2754","2754","2754","20027.97622880853","20027.97622880853","20027.97622880853"
"1847971","2755","2755","2755","20641.602227623294","20641.602227623294","20641.602227623294"
"1852396","2756","2756","2756","21354.1372366076","21354.1372366076","21354.1372366076"
"1854640","2757","2757","2757","21362.76893474697","21362.76893474697","21362.76893474697"
"1859327","2758","2758","2758","20993.76936577482","20993.76936577482","20993.76936577482"
"1861887","2759","2759","2759","21126.17440224184","21126.17440224184","21126.17440224184"
"1864777","2760","2760","2760","20516.605597583126","20516.605597583126","20516.605597583126"
"1866079","2761","2761","2761","20451.073284691185","20451.073284691185","20451.073284691185"
"1867850","2762","2762","2762","19882.53717308007","19882.53717308007","19882.53717308007"
"1871227","2763","2763","2763","20205.284485697317","20205.284485697317","20205.284485697317"
"1872840","2764","2764","2764","19741.42293545822","19741.42293545822","19741.42293545822"
"1873655","2765","2765","2765","19826.265584040095","19826.265584040095","19826.265584040095"
"1874559","2766","2766","2766","19349.948850857916","19349.948850857916","19349.948850857916"
"1876097","2767","2767","2767","19289.753836367832","19289.753836367832","19289.753836367832"
"1877571","2768","2768","2768","18872.379321918266","18872.379321918266","18872.379321918266"
"1879165","2769","2769","2769","18984.767151884804","18984.767151884804","18984.767151884804"
"1880519","2770","2770","2770","18774.170143372634","18774.170143372634","18774.170143372634"
"1882295","2771","2771","2771","18628.75492271515","18628.75492271515","18628.75492271515"
"1883010","2772","2772","2772","18300.296470162786","18300.296470162786","18300.296470162786"
"1883808","2773","2773","2773","18176.475733084593","18176.475733084593","18176.475733084593"
"1884500","2774","2774","2774","17724.616655608876","17724.616655608876","17724.616655608876"
"1885907","2775","2775","2775","17502.5958635497","17502.5958635497","17502.5958635497"
"1886676","2776","2776","2776","17444.116006184973","17444.116006184973","17444.116006184973"
"1889214","2777","2777","2777","17720.44061846731","17720.44061846731","17720.44061846731"
"1891244","2778","2778","2778","17673.68619278173","17673.68619278173","17673.68619278173"
"1892481","2779","2779","2779","17728.428176189893","17728.428176189893","17728.428176189893"
"1895732","2780","2780","2780","18068.3209400029","18068.3209400029","18068.3209400029"
"1897468","2781","2781","2781","18025.067368131666","18025.067368131666","18025.067368131666"
"1899703","2782","2782","2782","18222.38370693793","18222.38370693793","18222.38370693793"
"1901358","2783","2783","2783","18421.7851369528","18421.7851369528","18421.7851369528"
"1904352","2784","2784","2784","18647.26520636663","18647.26520636663","18647.26520636663"
"1904983","2785","2785","2785","18542.359046667418","18542.359046667418","18542.359046667418"
"1908849","2786","2786","2786","18629.90545790579","18629.90545790579","18629.90545790579"
"1909210","2787","2787","2787","18051.73038233209","18051.73038233209","18051.73038233209"
"1911907","2788","2788","2788","18076.728124757945","18076.728124757945","18076.728124757945"
"1917453","2789","2789","2789","18560.91988213561","18560.91988213561","18560.91988213561"
"1920303","2790","2790","2790","18646.832945140726","18646.832945140726","18646.832945140726"
"1924221","2791","2791","2791","18717.755358901493","18717.755358901493","18717.755358901493"
"1926262","2792","2792","2792","18372.10049113072","18372.10049113072","18372.10049113072"
"1927832","2793","2793","2793","18391.425805127892","18391.425805127892","18391.425805127892"
"1929206","2794","2794","2794","18201.247030352522","18201.247030352522","18201.247030352522"
"1930330","2795","2795","2795","18057.946596174657","18057.946596174657","18057.946596174657"
"1932746","2796","2796","2796","18352.539426391977","18352.539426391977","18352.539426391977"
"1935330","2797","2797","2797","17988.427050367754","17988.427050367754","17988.427050367754"
"1935800","2798","2798","2798","17232.94657981895","17232.94657981895","17232.94657981895"
"1937569","2799","2799","2799","16842.06934101397","16842.06934101397","16842.06934101397"
"1940104","2800","2800","2800","17045.632205467184","17045.632205467184","17045.632205467184"
"1941155","2801","2801","2801","16845.803268314252","16845.803268314252","16845.803268314252"
"1942175","2802","2802","2802","16848.168643934147","16848.168643934147","16848.168643934147"
"1946365","2803","2803","2803","16855.0104053161","16855.0104053161","16855.0104053161"
"1947523","2804","2804","2804","16701.694261663157","16701.694261663157","16701.694261663157"
"1948653","2805","2805","2805","16156.708456083079","16156.708456083079","16156.708456083079"
"1950394","2806","2806","2806","15619.692977384799","15619.692977384799","15619.692977384799"
"1951269","2807","2807","2807","15404.308674521371","15404.308674521371","15404.308674521371"
"1953187","2808","2808","2808","14893.42688934479","14893.42688934479","14893.42688934479"
"1953869","2809","2809","2809","14573.664205733903","14573.664205733903","14573.664205733903"
"1955942","2810","2810","2810","14480.663192918433","14480.663192918433","14480.663192918433"
"1958076","2811","2811","2811","14651.008982649475","14651.008982649475","14651.008982649475"
"1962598","2812","2812","2812","15104.066971087073","15104.066971087073","15104.066971087073"
"1967065","2813","2813","2813","15349.965837935524","15349.965837935524","15349.965837935524"
"1972652","2814","2814","2814","15992.143697687476","15992.143697687476","15992.143697687476"
"1982652","2815","2815","2815","17576.24781272971","17576.24781272971","17576.24781272971"
"1988764","2816","2816","2816","18475.739115278102","18475.739115278102","18475.739115278102"
"1998764","2817","2817","2817","19961.356053526168","19961.356053526168","19961.356053526168"
"2001094","2818","2818","2818","20104.636422134223","20104.636422134223","20104.636422134223"
"2001797","2819","2819","2819","19940.64495818451","19940.64495818451","19940.64495818451"
"2002134","2820","2820","2820","19776.747170207138","19776.747170207138","19776.747170207138"
"2002476","2821","2821","2821","19513.93836162554","19513.93836162554","19513.93836162554"
"2006955","2822","2822","2822","20167.803326928162","20167.803326928162","20167.803326928162"
"2010369","2823","2823","2823","20573.640421142256","20573.640421142256","20573.640421142256"
"2010692","2824","2824","2824","20492.55549958586","20492.55549958586","20492.55549958586"
"2014860","2825","2825","2825","20901.80593016326","20901.80593016326","20901.80593016326"
"2019647","2826","2826","2826","21590.31826995558","21590.31826995558","21590.31826995558"
"2022533","2827","2827","2827","21657.416031172652","21657.416031172652","21657.416031172652"
"2023073","2828","2828","2828","21371.86810109342","21371.86810109342","21371.86810109342"
"2024234","2829","2829","2829","21315.156788783133","21315.156788783133","21315.156788783133"
"2029785","2830","2830","2830","21735.015359835903","21735.015359835903","21735.015359835903"
"2030350","2831","2831","2831","21510.577173850954","21510.577173850954","21510.577173850954"
"2038343","2832","2832","2832","22443.67809629234","22443.67809629234","22443.67809629234"
"2047819","2833","2833","2833","23777.01801784584","23777.01801784584","23777.01801784584"
"2049495","2834","2834","2834","23645.189222137953","23645.189222137953","23645.189222137953"
"2051305","2835","2835","2835","23843.0709284483","23843.0709284483","23843.0709284483"
"2052061","2836","2836","2836","23431.248306210004","23431.248306210004","23431.248306210004"
"2053000","2837","2837","2837","23571.17093744633","23571.17093744633","23571.17093744633"
"2060554","2838","2838","2838","24492.633265256634","24492.633265256634","24492.633265256634"
"2062121","2839","2839","2839","23953.758511527012","23953.758511527012","23953.758511527012"
"2067976","2840","2840","2840","24541.546823522756","24541.546823522756","24541.546823522756"
"2074028","2841","2841","2841","24963.982318809205","24963.982318809205","24963.982318809205"
"2074501","2842","2842","2842","24742.03160971372","24742.03160971372","24742.03160971372"
"2074578","2843","2843","2843","24478.248634758005","24478.248634758005","24478.248634758005"
"2074818","2844","2844","2844","24345.62556481302","24345.62556481302","24345.62556481302"
"2076687","2845","2845","2845","24480.294007061177","24480.294007061177","24480.294007061177"
"2082950","2846","2846","2846","25172.734772344073","25172.734772344073","25172.734772344073"
"2085063","2847","2847","2847","25085.667353997476","25085.667353997476","25085.667353997476"
"2087140","2848","2848","2848","25405.08920035056","25405.08920035056","25405.08920035056"
"2087662","2849","2849","2849","25219.493094071004","25219.493094071004","25219.493094071004"
"2092278","2850","2850","2850","25630.388806217903","25630.388806217903","25630.388806217903"
"2095802","2851","2851","2851","26059.196132747267","26059.196132747267","26059.196132747267"
"2098237","2852","2852","2852","26321.780656617335","26321.780656617335","26321.780656617335"
"2101302","2853","2853","2853","26140.11356250192","26140.11356250192","26140.11356250192"
"2103257","2854","2854","2854","26249.590706903033","26249.590706903033","26249.590706903033"
"2104860","2855","2855","2855","26362.379948379268","26362.379948379268","26362.379948379268"
"2108433","2856","2856","2856","26696.225207766496","26696.225207766496","26696.225207766496"
"2108803","2857","2857","2857","26589.704702929324","26589.704702929324","26589.704702929324"
"2110005","2858","2858","2858","26481.337547678817","26481.337547678817","26481.337547678817"
"2110275","2859","2859","2859","26441.821968184122","26441.821968184122","26441.821968184122"
"2110547","2860","2860","2860","26132.753494171222","26132.753494171222","26132.753494171222"
"2111101","2861","2861","2861","25856.478820867524","25856.478820867524","25856.478820867524"
"2111430","2862","2862","2862","25132.63084483928","25132.63084483928","25132.63084483928"
"2113860","2863","2863","2863","24684.91830773187","24684.91830773187","24684.91830773187"
"2114232","2864","2864","2864","23828.626195779256","23828.626195779256","23828.626195779256"
"2115698","2865","2865","2865","22347.250881196567","22347.250881196567","22347.250881196567"
"2116164","2866","2866","2866","21379.09981380882","21379.09981380882","21379.09981380882"
"2117726","2867","2867","2867","19918.306631921394","19918.306631921394","19918.306631921394"
"2119873","2868","2868","2868","19889.961409943746","19889.961409943746","19889.961409943746"
"2120124","2869","2869","2869","19823.260495925697","19823.260495925697","19823.260495925697"
"2121500","2870","2870","2870","20029.840834303624","20029.840834303624","20029.840834303624"
"2122428","2871","2871","2871","20144.940877188663","20144.940877188663","20144.940877188663"
"2123961","2872","2872","2872","19584.903835415582","19584.903835415582","19584.903835415582"
"2124561","2873","2873","2873","19140.90189866291","19140.90189866291","19140.90189866291"
"2125191","2874","2874","2874","19164.59040773392","19164.59040773392","19164.59040773392"
"2126686","2875","2875","2875","18770.65721658221","18770.65721658221","18770.65721658221"
"2126955","2876","2876","2876","18004.13169780388","18004.13169780388","18004.13169780388"
"2127290","2877","2877","2877","17541.32043475398","17541.32043475398","17541.32043475398"
"2127718","2878","2878","2878","17558.787862331155","17558.787862331155","17558.787862331155"
"2128341","2879","2879","2879","17521.638992109616","17521.638992109616","17521.638992109616"
"2129751","2880","2880","2880","16776.87297796027","16776.87297796027","16776.87297796027"
"2130471","2881","2881","2881","16824.5492236887","16824.5492236887","16824.5492236887"
"2130887","2882","2882","2882","15544.206557738027","15544.206557738027","15544.206557738027"
"2131285","2883","2883","2883","13979.056945999759","13979.056945999759","13979.056945999759"
"2131554","2884","2884","2884","13746.82266034368","13746.82266034368","13746.82266034368"
"2132277","2885","2885","2885","13550.171378104895","13550.171378104895","13550.171378104895"
"2133023","2886","2886","2886","13570.499416288754","13570.499416288754","13570.499416288754"
"2133258","2887","2887","2887","13444.228054221165","13444.228054221165","13444.228054221165"
"2134572","2888","2888","2888","12265.835581934169","12265.835581934169","12265.835581934169"
"2135825","2889","2889","2889","12193.949172122393","12193.949172122393","12193.949172122393"
"2136475","2890","2890","2890","11227.45190246492","11227.45190246492","11227.45190246492"
"2137258","2891","2891","2891","10255.07803393656","10255.07803393656","10255.07803393656"
"2137942","2892","2892","2892","10308.188327696624","10308.188327696624","10308.188327696624"
"2138820","2893","2893","2893","10402.004550216378","10402.004550216378","10402.004550216378"
"2140791","2894","2894","2894","10717.304178736098","10717.304178736098","10717.304178736098"
"2141421","2895","2895","2895","10486.33758352046","10486.33758352046","10486.33758352046"
"2142211","2896","2896","2896","9506.359541396401","9506.359541396401","9506.359541396401"
"2143430","2897","2897","2897","9342.78120583891","9342.78120583891","9342.78120583891"
"2144081","2898","2898","2898","9071.74137402535","9071.74137402535","9071.74137402535"
"2146562","2899","2899","2899","9442.373219236904","9442.373219236904","9442.373219236904"
"2147432","2900","2900","2900","8791.971141804359","8791.971141804359","8791.971141804359"
"2148896","2901","2901","2901","8428.352067079975","8428.352067079975","8428.352067079975"
"2149714","2902","2902","2902","8155.849680766569","8155.849680766569","8155.849680766569"
"2151105","2903","2903","2903","7892.663467634756","7892.663467634756","7892.663467634756"
"2151551","2904","2904","2904","7660.874926255554","7660.874926255554","7660.874926255554"
"2153103","2905","2905","2905","7688.644959125634","7688.644959125634","7688.644959125634"
"2155503","2906","2906","2906","7527.990310233157","7527.990310233157","7527.990310233157"
"2156664","2907","2907","2907","7675.962389361415","7675.962389361415","7675.962389361415"
"2157045","2908","2908","2908","7539.277220069184","7539.277220069184","7539.277220069184"
"2158337","2909","2909","2909","7685.594622800189","7685.594622800189","7685.594622800189"
"2159526","2910","2910","2910","7855.018443984012","7855.018443984012","7855.018443984012"
"2163691","2911","2911","2911","8406.8800085238","8406.8800085238","8406.8800085238"
"2164334","2912","2912","2912","8473.999940587952","8473.999940587952","8473.999940587952"
"2165456","2913","2913","2913","8302.929112074295","8302.929112074295","8302.929112074295"
"2166911","2914","2914","2914","8508.56403480095","8508.56403480095","8508.56403480095"
"2168536","2915","2915","2915","8525.772235513945","8525.772235513945","8525.772235513945"
"2169885","2916","2916","2916","8682.335399541462","8682.335399541462","8682.335399541462"
"2170412","2917","2917","2917","8479.933327068298","8479.933327068298","8479.933327068298"
"2172289","2918","2918","2918","8435.53833853726","8435.53833853726","8435.53833853726"
"2173033","2919","2919","2919","8513.792741772857","8513.792741772857","8513.792741772857"
"2176000","2920","2920","2920","8783.262630672796","8783.262630672796","8783.262630672796"
"2176786","2921","2921","2921","8738.880989822166","8738.880989822166","8738.880989822166"
"2177251","2922","2922","2922","8579.569788015167","8579.569788015167","8579.569788015167"
"2177682","2923","2923","2923","8561.162972945254","8561.162972945254","8561.162972945254"
"2178687","2924","2924","2924","8628.663062642478","8628.663062642478","8628.663062642478"
"2180221","2925","2925","2925","8630.52871044045","8630.52871044045","8630.52871044045"
"2181009","2926","2926","2926","8713.106377968734","8713.106377968734","8713.106377968734"
"2181521","2927","2927","2927","8745.070326197423","8745.070326197423","8745.070326197423"
"2182102","2928","2928","2928","8763.196075772532","8763.196075772532","8763.196075772532"
"2183010","2929","2929","2929","8787.48829052048","8787.48829052048","8787.48829052048"
"2183378","2930","2930","2930","8618.36292624327","8618.36292624327","8618.36292624327"
"2183916","2931","2931","2931","8593.728268573399","8593.728268573399","8593.728268573399"
"2184449","2932","2932","2932","8613.406196709057","8613.406196709057","8613.406196709057"
"2184904","2933","2933","2933","8632.388898591833","8632.388898591833","8632.388898591833"
"2186285","2934","2934","2934","8820.970022237656","8820.970022237656","8820.970022237656"
"2187734","2935","2935","2935","8962.901944300116","8962.901944300116","8962.901944300116"
"2188451","2936","2936","2936","8924.957506370987","8924.957506370987","8924.957506370987"
"2189261","2937","2937","2937","8988.909875262438","8988.909875262438","8988.909875262438"
"2190686","2938","2938","2938","9020.578014264147","9020.578014264147","9020.578014264147"
"2192253","2939","2939","2939","9064.690002665584","9064.690002665584","9064.690002665584"
"2193927","2940","2940","2940","9270.341661535573","9270.341661535573","9270.341661535573"
"2195613","2941","2941","2941","9445.428162558466","9445.428162558466","9445.428162558466"
"2197032","2942","2942","2942","9514.435371913121","9514.435371913121","9514.435371913121"
"2198198","2943","2943","2943","9591.645515368862","9591.645515368862","9591.645515368862"
"2203415","2944","2944","2944","10029.422676691716","10029.422676691716","10029.422676691716"
"2203883","2945","2945","2945","9998.980611985453","9998.980611985453","9998.980611985453"
"2204240","2946","2946","2946","9905.441333900922","9905.441333900922","9905.441333900922"
"2209065","2947","2947","2947","10562.401564689273","10562.401564689273","10562.401564689273"
"2211053","2948","2948","2948","10804.84483786115","10804.84483786115","10804.84483786115"
"2211368","2949","2949","2949","10423.726313818257","10423.726313818257","10423.726313818257"
"2213911","2950","2950","2950","10690.118157806792","10690.118157806792","10690.118157806792"
"2214760","2951","2951","2951","10582.26494127523","10582.26494127523","10582.26494127523"
"2215429","2952","2952","2952","10512.347637109691","10512.347637109691","10512.347637109691"
"2216110","2953","2953","2953","10365.696601054062","10365.696601054062","10365.696601054062"
"2216495","2954","2954","2954","10332.780133818407","10332.780133818407","10332.780133818407"
"2217167","2955","2955","2955","10160.53428163535","10160.53428163535","10160.53428163535"
"2217550","2956","2956","2956","9800.25448002158","9800.25448002158","9800.25448002158"
"2218591","2957","2957","2957","9779.64239126481","9779.64239126481","9779.64239126481"
"2223325","2958","2958","2958","10364.865888323691","10364.865888323691","10364.865888323691"
"2225375","2959","2959","2959","10493.75142032524","10493.75142032524","10493.75142032524"
"2226559","2960","2960","2960","10445.503184457526","10445.503184457526","10445.503184457526"
"2227525","2961","2961","2961","9950.544425602062","9950.544425602062","9950.544425602062"
"2227956","2962","2962","2962","9913.76215357681","9913.76215357681","9913.76215357681"
"2228681","2963","2963","2963","9861.860779427225","9861.860779427225","9861.860779427225"
"2229576","2964","2964","2964","9753.806144485821","9753.806144485821","9753.806144485821"
"2231022","2965","2965","2965","9741.427322921745","9741.427322921745","9741.427322921745"
"2232645","2966","2966","2966","9755.550008735527","9755.550008735527","9755.550008735527"
"2236013","2967","2967","2967","10226.454254690747","10226.454254690747","10226.454254690747"
"2236401","2968","2968","2968","9984.05515849736","9984.05515849736","9984.05515849736"
"2236956","2969","2969","2969","9957.380669423505","9957.380669423505","9957.380669423505"
"2238526","2970","2970","2970","9693.1482891472","9693.1482891472","9693.1482891472"
"2239256","2971","2971","2971","9679.789128090377","9679.789128090377","9679.789128090377"
"2240472","2972","2972","2972","9807.459244587028","9807.459244587028","9807.459244587028"
"2241417","2973","2973","2973","9880.045762142883","9880.045762142883","9880.045762142883"
"2242866","2974","2974","2974","9964.65022273193","9964.65022273193","9964.65022273193"
"2244847","2975","2975","2975","10024.202831330003","10024.202831330003","10024.202831330003"
"2246548","2976","2976","2976","10095.943197626091","10095.943197626091","10095.943197626091"
"2246766","2977","2977","2977","10036.756928139144","10036.756928139144","10036.756928139144"
"2249433","2978","2978","2978","10361.852255999185","10361.852255999185","10361.852255999185"
"2250392","2979","2979","2979","10397.13985176164","10397.13985176164","10397.13985176164"
"2252218","2980","2980","2980","10577.898618350171","10577.898618350171","10577.898618350171"
"2253718","2981","2981","2981","10697.750268829477","10697.750268829477","10697.750268829477"
"2254107","2982","2982","2982","10681.288567776042","10681.288567776042","10681.288567776042"
"2255162","2983","2983","2983","10782.956261969224","10782.956261969224","10782.956261969224"
"2255468","2984","2984","2984","10584.796409398623","10584.796409398623","10584.796409398623"
"2256120","2985","2985","2985","10451.973491932651","10451.973491932651","10451.973491932651"
"2257275","2986","2986","2986","10510.539128039387","10510.539128039387","10510.539128039387"
"2257555","2987","2987","2987","10440.91245397089","10440.91245397089","10440.91245397089"
"2258902","2988","2988","2988","10433.452714540594","10433.452714540594","10433.452714540594"
"2259845","2989","2989","2989","10334.771773425879","10334.771773425879","10334.771773425879"
"2260825","2990","2990","2990","10158.274783997778","10158.274783997778","10158.274783997778"
"2261241","2991","2991","2991","9944.577454504642","9944.577454504642","9944.577454504642"
"2261655","2992","2992","2992","9807.54836528334","9807.54836528334","9807.54836528334"
"2262324","2993","2993","2993","9746.736236092564","9746.736236092564","9746.736236092564"
