"step_idx","23_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_imac - _step","23_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_imac - _step__MIN","23_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_imac - _step__MAX","23_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_imac - train mean (50 episode rewards)","23_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_imac - train mean (50 episode rewards)__MIN","23_Pendulum_Matlab_Double_RIP_v0_AgentTD3_DeterministicContinuousActorCriticModel_imac - train mean (50 episode rewards)__MAX"
"4419","38","38","38","271.6170741819778","271.6170741819778","271.6170741819778"
"4513","39","39","39","270.14969668287415","270.14969668287415","270.14969668287415"
"4572","40","40","40","267.16798447314744","267.16798447314744","267.16798447314744"
"4625","41","41","41","263.9907009530846","263.9907009530846","263.9907009530846"
"4673","42","42","42","260.6211956349164","260.6211956349164","260.6211956349164"
"4723","43","43","43","257.64315276131515","257.64315276131515","257.64315276131515"
"4782","44","44","44","255.21994338175455","255.21994338175455","255.21994338175455"
"4835","45","45","45","252.59652122309188","252.59652122309188","252.59652122309188"
"4887","46","46","46","249.9655932672484","249.9655932672484","249.9655932672484"
"4943","47","47","47","247.80645770049105","247.80645770049105","247.80645770049105"
"4995","48","48","48","245.3629881535939","245.3629881535939","245.3629881535939"
"5096","49","49","49","245.0837364452756","245.0837364452756","245.0837364452756"
"5156","50","50","50","225.25873227214146","225.25873227214146","225.25873227214146"
"5214","51","51","51","224.34379604863366","224.34379604863366","224.34379604863366"
"5273","52","52","52","223.54214691027585","223.54214691027585","223.54214691027585"
"5330","53","53","53","223.49542877427612","223.49542877427612","223.49542877427612"
"5385","54","54","54","223.23252104367148","223.23252104367148","223.23252104367148"
"5443","55","55","55","223.4542086191385","223.4542086191385","223.4542086191385"
"5503","56","56","56","223.6059054610528","223.6059054610528","223.6059054610528"
"5571","57","57","57","223.95749160634008","223.95749160634008","223.95749160634008"
"5631","58","58","58","223.53881671271535","223.53881671271535","223.53881671271535"
"5720","59","59","59","212.86465941602876","212.86465941602876","212.86465941602876"
"5774","60","60","60","186.8072486894334","186.8072486894334","186.8072486894334"
"5823","61","61","61","173.8709617348129","173.8709617348129","173.8709617348129"
"5872","62","62","62","160.44881978736683","160.44881978736683","160.44881978736683"
"5924","63","63","63","158.08775872935772","158.08775872935772","158.08775872935772"
"5982","64","64","64","156.4951167022248","156.4951167022248","156.4951167022248"
"6034","65","65","65","155.5594583562035","155.5594583562035","155.5594583562035"
"6084","66","66","66","154.4060169935655","154.4060169935655","154.4060169935655"
"6135","67","67","67","153.36099916612932","153.36099916612932","153.36099916612932"
"6194","68","68","68","152.3631279893835","152.3631279893835","152.3631279893835"
"6292","69","69","69","149.47112164585826","149.47112164585826","149.47112164585826"
"6348","70","70","70","149.57955864450466","149.57955864450466","149.57955864450466"
"6406","71","71","71","149.43343635757944","149.43343635757944","149.43343635757944"
"6461","72","72","72","149.67411671252933","149.67411671252933","149.67411671252933"
"6516","73","73","73","149.5009027846822","149.5009027846822","149.5009027846822"
"6572","74","74","74","149.74928715370996","149.74928715370996","149.74928715370996"
"6627","75","75","75","149.10048416133532","149.10048416133532","149.10048416133532"
"6685","76","76","76","149.38280842348186","149.38280842348186","149.38280842348186"
"6746","77","77","77","148.759420116701","148.759420116701","148.759420116701"
"6802","78","78","78","149.38679941474606","149.38679941474606","149.38679941474606"
"6898","79","79","79","149.44089036381885","149.44089036381885","149.44089036381885"
"6957","80","80","80","148.8360341946489","148.8360341946489","148.8360341946489"
"7012","81","81","81","148.8712305279103","148.8712305279103","148.8712305279103"
"7066","82","82","82","148.91931948792","148.91931948792","148.91931948792"
"7123","83","83","83","149.15216458223114","149.15216458223114","149.15216458223114"
"7191","84","84","84","149.8717024054431","149.8717024054431","149.8717024054431"
"7258","85","85","85","150.28723654317173","150.28723654317173","150.28723654317173"
"7323","86","86","86","150.75264291200165","150.75264291200165","150.75264291200165"
"7389","87","87","87","150.859841288658","150.859841288658","150.859841288658"
"7445","88","88","88","150.92194679837155","150.92194679837155","150.92194679837155"
"7533","89","89","89","150.77180035108518","150.77180035108518","150.77180035108518"
"7585","90","90","90","150.3059575756278","150.3059575756278","150.3059575756278"
"7640","91","91","91","150.5639882020432","150.5639882020432","150.5639882020432"
"7695","92","92","92","150.86427221104404","150.86427221104404","150.86427221104404"
"7750","93","93","93","151.11402356636486","151.11402356636486","151.11402356636486"
"7806","94","94","94","150.85640833017808","150.85640833017808","150.85640833017808"
"7870","95","95","95","151.393317097572","151.393317097572","151.393317097572"
"7936","96","96","96","152.03495798500433","152.03495798500433","152.03495798500433"
"7995","97","97","97","152.0663304888475","152.0663304888475","152.0663304888475"
"8051","98","98","98","152.27641459749373","152.27641459749373","152.27641459749373"
"8147","99","99","99","151.98772473667958","151.98772473667958","151.98772473667958"
"8220","100","100","100","153.48462576147978","153.48462576147978","153.48462576147978"
"8284","101","101","101","153.16408205524172","153.16408205524172","153.16408205524172"
"8338","102","102","102","153.69167609571517","153.69167609571517","153.69167609571517"
"8394","103","103","103","153.16786168664865","153.16786168664865","153.16786168664865"
"8447","104","104","104","153.5412836610377","153.5412836610377","153.5412836610377"
"8498","105","105","105","152.7400114302677","152.7400114302677","152.7400114302677"
"8553","106","106","106","152.8970164638607","152.8970164638607","152.8970164638607"
"8614","107","107","107","152.31038253760826","152.31038253760826","152.31038253760826"
"8683","108","108","108","153.25220199363363","153.25220199363363","153.25220199363363"
"8794","109","109","109","153.68768389206528","153.68768389206528","153.68768389206528"
"8852","110","110","110","153.86474758304092","153.86474758304092","153.86474758304092"
"8909","111","111","111","154.42657453999865","154.42657453999865","154.42657453999865"
"8966","112","112","112","154.71174012747542","154.71174012747542","154.71174012747542"
"9020","113","113","113","155.11660189412422","155.11660189412422","155.11660189412422"
"9074","114","114","114","154.69602187308237","154.69602187308237","154.69602187308237"
"9126","115","115","115","154.99460124241793","154.99460124241793","154.99460124241793"
"9181","116","116","116","154.91564204884162","154.91564204884162","154.91564204884162"
"9252","117","117","117","156.15007955875154","156.15007955875154","156.15007955875154"
"9317","118","118","118","155.78345723017324","155.78345723017324","155.78345723017324"
"9411","119","119","119","155.42380235209802","155.42380235209802","155.42380235209802"
"9479","120","120","120","156.36264685019614","156.36264685019614","156.36264685019614"
"9536","121","121","121","155.98315206117476","155.98315206117476","155.98315206117476"
"9586","122","122","122","155.68800239701892","155.68800239701892","155.68800239701892"
"9639","123","123","123","155.71706022745153","155.71706022745153","155.71706022745153"
"9693","124","124","124","155.4266535253201","155.4266535253201","155.4266535253201"
"9745","125","125","125","155.4481492573254","155.4481492573254","155.4481492573254"
"9801","126","126","126","155.2016824034683","155.2016824034683","155.2016824034683"
"9861","127","127","127","155.53788168043056","155.53788168043056","155.53788168043056"
"9934","128","128","128","155.66332818207025","155.66332818207025","155.66332818207025"
"10028","129","129","129","155.45842431915665","155.45842431915665","155.45842431915665"
"10092","130","130","130","155.84423201168528","155.84423201168528","155.84423201168528"
"10153","131","131","131","156.0440394270797","156.0440394270797","156.0440394270797"
"10211","132","132","132","156.14700796316788","156.14700796316788","156.14700796316788"
"10268","133","133","133","156.19499905271408","156.19499905271408","156.19499905271408"
"10320","134","134","134","155.11768749145506","155.11768749145506","155.11768749145506"
"10374","135","135","135","154.73323600951994","154.73323600951994","154.73323600951994"
"10431","136","136","136","154.04092635443212","154.04092635443212","154.04092635443212"
"10488","137","137","137","153.95571798176644","153.95571798176644","153.95571798176644"
"10544","138","138","138","153.66518145259448","153.66518145259448","153.66518145259448"
"10640","139","139","139","153.99690727230325","153.99690727230325","153.99690727230325"
"10696","140","140","140","154.26551332852353","154.26551332852353","154.26551332852353"
"10749","141","141","141","154.16950780548143","154.16950780548143","154.16950780548143"
"10802","142","142","142","153.9825935439828","153.9825935439828","153.9825935439828"
"10868","143","143","143","154.63367777067822","154.63367777067822","154.63367777067822"
"10927","144","144","144","154.7727491387593","154.7727491387593","154.7727491387593"
"10983","145","145","145","154.44605951744023","154.44605951744023","154.44605951744023"
"11042","146","146","146","154.08908969696265","154.08908969696265","154.08908969696265"
"11093","147","147","147","153.7559625692012","153.7559625692012","153.7559625692012"
"11141","148","148","148","153.36099115008957","153.36099115008957","153.36099115008957"
"11249","149","149","149","153.77434483438444","153.77434483438444","153.77434483438444"
"11312","150","150","150","152.5634983798157","152.5634983798157","152.5634983798157"
"11363","151","151","151","152.4028621993088","152.4028621993088","152.4028621993088"
"11415","152","152","152","151.53894091892897","151.53894091892897","151.53894091892897"
"11468","153","153","153","151.8707195642297","151.8707195642297","151.8707195642297"
"11524","154","154","154","151.57141908724174","151.57141908724174","151.57141908724174"
"11575","155","155","155","152.0151655947401","152.0151655947401","152.0151655947401"
"11628","156","156","156","151.49995377317882","151.49995377317882","151.49995377317882"
"11686","157","157","157","151.60502262174106","151.60502262174106","151.60502262174106"
"11743","158","158","158","150.5449164082408","150.5449164082408","150.5449164082408"
"11841","159","159","159","149.95637077961325","149.95637077961325","149.95637077961325"
"11900","160","160","160","150.22534344093157","150.22534344093157","150.22534344093157"
"11954","161","161","161","150.06144541213152","150.06144541213152","150.06144541213152"
"12011","162","162","162","150.11872888224318","150.11872888224318","150.11872888224318"
"12062","163","163","163","149.79689480116681","149.79689480116681","149.79689480116681"
"12123","164","164","164","150.29978845951592","150.29978845951592","150.29978845951592"
"12188","165","165","165","150.67624712562952","150.67624712562952","150.67624712562952"
"12249","166","166","166","151.2263000955161","151.2263000955161","151.2263000955161"
"12309","167","167","167","150.63489448434834","150.63489448434834","150.63489448434834"
"12368","168","168","168","150.5877001234665","150.5877001234665","150.5877001234665"
"12472","169","169","169","150.68124829264508","150.68124829264508","150.68124829264508"
"12554","170","170","170","152.03306956914787","152.03306956914787","152.03306956914787"
"12620","171","171","171","152.1533640962139","152.1533640962139","152.1533640962139"
"12692","172","172","172","153.85939653626704","153.85939653626704","153.85939653626704"
"12766","173","173","173","154.25983421378766","154.25983421378766","154.25983421378766"
"12844","174","174","174","156.7850834007094","156.7850834007094","156.7850834007094"
"12921","175","175","175","157.61093994039044","157.61093994039044","157.61093994039044"
"13706","176","176","176","201.80116072228972","201.80116072228972","201.80116072228972"
"14092","177","177","177","222.19468164668487","222.19468164668487","222.19468164668487"
"14424","178","178","178","238.94345307175837","238.94345307175837","238.94345307175837"
"14841","179","179","179","259.2962870127625","259.2962870127625","259.2962870127625"
"15135","180","180","180","274.24682211161524","274.24682211161524","274.24682211161524"
"15534","181","181","181","295.5660183378564","295.5660183378564","295.5660183378564"
"15782","182","182","182","307.7885408073182","307.7885408073182","307.7885408073182"
"16233","183","183","183","332.42988407729973","332.42988407729973","332.42988407729973"
"16772","184","184","184","362.92070123187375","362.92070123187375","362.92070123187375"
"17212","185","185","185","386.76290736146666","386.76290736146666","386.76290736146666"
"17740","186","186","186","416.10964623917135","416.10964623917135","416.10964623917135"
"20151","187","187","187","559.8263909934918","559.8263909934918","559.8263909934918"
"20531","188","188","188","581.0516367349169","581.0516367349169","581.0516367349169"
"21031","189","189","189","606.1517241397977","606.1517241397977","606.1517241397977"
"21315","190","190","190","621.3469029861129","621.3469029861129","621.3469029861129"
"21483","191","191","191","629.8323711349291","629.8323711349291","629.8323711349291"
"21649","192","192","192","637.6259646125162","637.6259646125162","637.6259646125162"
"21768","193","193","193","641.3873402208148","641.3873402208148","641.3873402208148"
"21890","194","194","194","646.0100705324463","646.0100705324463","646.0100705324463"
"22068","195","195","195","654.9033234679861","654.9033234679861","654.9033234679861"
"22196","196","196","196","659.9128734699437","659.9128734699437","659.9128734699437"
"22330","197","197","197","666.3935413025177","666.3935413025177","666.3935413025177"
"22452","198","198","198","671.2887830540382","671.2887830540382","671.2887830540382"
"23062","199","199","199","705.9642173900586","705.9642173900586","705.9642173900586"
"23154","200","200","200","708.0037674977863","708.0037674977863","708.0037674977863"
"23381","201","201","201","719.5825003868921","719.5825003868921","719.5825003868921"
"23649","202","202","202","733.9734722473878","733.9734722473878","733.9734722473878"
"23757","203","203","203","736.9067194234791","736.9067194234791","736.9067194234791"
"23935","204","204","204","745.9709177577366","745.9709177577366","745.9709177577366"
"24119","205","205","205","755.9663224964985","755.9663224964985","755.9663224964985"
"24801","206","206","206","797.3350573467023","797.3350573467023","797.3350573467023"
"24930","207","207","207","802.9198638393311","802.9198638393311","802.9198638393311"
"25072","208","208","208","809.0258802735896","809.0258802735896","809.0258802735896"
"25904","209","209","209","860.5796015143235","860.5796015143235","860.5796015143235"
"26108","210","210","210","870.9358462758651","870.9358462758651","870.9358462758651"
"26257","211","211","211","877.850178115894","877.850178115894","877.850178115894"
"26365","212","212","212","881.7209884189073","881.7209884189073","881.7209884189073"
"26600","213","213","213","894.2422661812848","894.2422661812848","894.2422661812848"
"27077","214","214","214","922.1015592727198","922.1015592727198","922.1015592727198"
"27183","215","215","215","925.5678428368208","925.5678428368208","925.5678428368208"
"27272","216","216","216","927.9419871487194","927.9419871487194","927.9419871487194"
"27342","217","217","217","929.2299152825352","929.2299152825352","929.2299152825352"
"27436","218","218","218","931.9474995989289","931.9474995989289","931.9474995989289"
"28389","219","219","219","986.814364446771","986.814364446771","986.814364446771"
"28591","220","220","220","996.283036380668","996.283036380668","996.283036380668"
"28687","221","221","221","999.1188363583663","999.1188363583663","999.1188363583663"
"29285","222","222","222","1031.5219967363282","1031.5219967363282","1031.5219967363282"
"29659","223","223","223","1051.5332801845655","1051.5332801845655","1051.5332801845655"
"29854","224","224","224","1061.4598331859352","1061.4598331859352","1061.4598331859352"
"30051","225","225","225","1072.4335693106955","1072.4335693106955","1072.4335693106955"
"30134","226","226","226","1029.3812798384427","1029.3812798384427","1029.3812798384427"
"30344","227","227","227","1022.2581510527456","1022.2581510527456","1022.2581510527456"
"30547","228","228","228","1015.947318571432","1015.947318571432","1015.947318571432"
"30740","229","229","229","999.2664989788334","999.2664989788334","999.2664989788334"
"31010","230","230","230","999.4984357969519","999.4984357969519","999.4984357969519"
"31136","231","231","231","983.6496733266578","983.6496733266578","983.6496733266578"
"31217","232","232","232","973.1313757339892","973.1313757339892","973.1313757339892"
"31318","233","233","233","952.1607138261113","952.1607138261113","952.1607138261113"
"31407","234","234","234","924.090928611656","924.090928611656","924.090928611656"
"31940","235","235","235","931.1579357540269","931.1579357540269","931.1579357540269"
"32162","236","236","236","915.3141808217708","915.3141808217708","915.3141808217708"
"32257","237","237","237","774.1290055130651","774.1290055130651","774.1290055130651"
"32358","238","238","238","757.0212528910829","757.0212528910829","757.0212528910829"
"32698","239","239","239","752.5021987854079","752.5021987854079","752.5021987854079"
"32789","240","240","240","739.7941794368807","739.7941794368807","739.7941794368807"
"32893","241","241","241","735.2119211499365","735.2119211499365","735.2119211499365"
"32988","242","242","242","730.3471593636881","730.3471593636881","730.3471593636881"
"33117","243","243","243","731.7201771872825","731.7201771872825","731.7201771872825"
"33217","244","244","244","730.4265724474457","730.4265724474457","730.4265724474457"
"33327","245","245","245","725.9098578127946","725.9098578127946","725.9098578127946"
"33426","246","246","246","723.9371796540643","723.9371796540643","723.9371796540643"
"33556","247","247","247","720.3549439441049","720.3549439441049","720.3549439441049"
"33966","248","248","248","743.1253521664304","743.1253521664304","743.1253521664304"
"34178","249","249","249","712.5179833950168","712.5179833950168","712.5179833950168"
"34733","250","250","250","742.6873570853296","742.6873570853296","742.6873570853296"
"34836","251","251","251","734.9366998233463","734.9366998233463","734.9366998233463"
"34940","252","252","252","724.801383232369","724.801383232369","724.801383232369"
"35026","253","253","253","723.5291266710713","723.5291266710713","723.5291266710713"
"35151","254","254","254","721.3831244022746","721.3831244022746","721.3831244022746"
"35259","255","255","255","715.4483754097823","715.4483754097823","715.4483754097823"
"35375","256","256","256","678.5692783545757","678.5692783545757","678.5692783545757"
"35487","257","257","257","676.8174264276724","676.8174264276724","676.8174264276724"
"35790","258","258","258","685.8812884640664","685.8812884640664","685.8812884640664"
"36319","259","259","259","664.8992888899256","664.8992888899256","664.8992888899256"
"36475","260","260","260","661.3260655515177","661.3260655515177","661.3260655515177"
"36601","261","261","261","660.7059335503188","660.7059335503188","660.7059335503188"
"36721","262","262","262","660.5320956412661","660.5320956412661","660.5320956412661"
"36842","263","263","263","653.9648397687446","653.9648397687446","653.9648397687446"
"36955","264","264","264","629.4453524785094","629.4453524785094","629.4453524785094"
"37149","265","265","265","634.7142827219103","634.7142827219103","634.7142827219103"
"37557","266","266","266","651.4269602777953","651.4269602777953","651.4269602777953"
"37685","267","267","267","655.6071346654519","655.6071346654519","655.6071346654519"
"37992","268","268","268","668.5916675194529","668.5916675194529","668.5916675194529"
"38309","269","269","269","628.2751617226821","628.2751617226821","628.2751617226821"
"38763","270","270","270","643.8245352946058","643.8245352946058","643.8245352946058"
"39104","271","271","271","662.5692207222398","662.5692207222398","662.5692207222398"
"39386","272","272","272","644.5299552379823","644.5299552379823","644.5299552379823"
"39512","273","273","273","629.8606188175968","629.8606188175968","629.8606188175968"
"39715","274","274","274","626.3380854585791","626.3380854585791","626.3380854585791"
"39853","275","275","275","620.3720896272945","620.3720896272945","620.3720896272945"
"40351","276","276","276","648.6174560854016","648.6174560854016","648.6174560854016"
"40497","277","277","277","642.2635525155002","642.2635525155002","642.2635525155002"
"40602","278","278","278","633.0541926503481","633.0541926503481","633.0541926503481"
"40889","279","279","279","642.9215687263086","642.9215687263086","642.9215687263086"
"41061","280","280","280","634.7793478795306","634.7793478795306","634.7793478795306"
"41164","281","281","281","632.3363354625658","632.3363354625658","632.3363354625658"
"41250","282","282","282","634.3325392737065","634.3325392737065","634.3325392737065"
"41358","283","283","283","634.9223034699188","634.9223034699188","634.9223034699188"
"41452","284","284","284","635.308143584762","635.308143584762","635.308143584762"
"41751","285","285","285","622.2927393291897","622.2927393291897","622.2927393291897"
"41831","286","286","286","610.266265213342","610.266265213342","610.266265213342"
"42033","287","287","287","618.477259748097","618.477259748097","618.477259748097"
"42113","288","288","288","616.5654145645441","616.5654145645441","616.5654145645441"
"42305","289","289","289","602.665909442029","602.665909442029","602.665909442029"
"42404","290","290","290","602.9701601260861","602.9701601260861","602.9701601260861"
"42505","291","291","291","602.4778573507824","602.4778573507824","602.4778573507824"
"42600","292","292","292","602.3349164718993","602.3349164718993","602.3349164718993"
"42682","293","293","293","598.0553971485087","598.0553971485087","598.0553971485087"
"42778","294","294","294","596.7431320540254","596.7431320540254","596.7431320540254"
"42900","295","295","295","598.8975855126671","598.8975855126671","598.8975855126671"
"43098","296","296","296","605.3415019676283","605.3415019676283","605.3415019676283"
"43934","297","297","297","662.3955690012315","662.3955690012315","662.3955690012315"
"44149","298","298","298","650.6054588371743","650.6054588371743","650.6054588371743"
"44306","299","299","299","650.6934128641703","650.6934128641703","650.6934128641703"
"44421","300","300","300","622.7426226071277","622.7426226071277","622.7426226071277"
"44567","301","301","301","626.9654579243496","626.9654579243496","626.9654579243496"
"44902","302","302","302","644.3704168435181","644.3704168435181","644.3704168435181"
"45245","303","303","303","666.41102471915","666.41102471915","666.41102471915"
"45335","304","304","304","662.228615695862","662.228615695862","662.228615695862"
"45424","305","305","305","662.0808499277504","662.0808499277504","662.0808499277504"
"45820","306","306","306","688.7793944952034","688.7793944952034","688.7793944952034"
"45937","307","307","307","688.8059033746956","688.8059033746956","688.8059033746956"
"46079","308","308","308","683.1130623100368","683.1130623100368","683.1130623100368"
"46231","309","309","309","655.9416611803618","655.9416611803618","655.9416611803618"
"46564","310","310","310","668.8984505362664","668.8984505362664","668.8984505362664"
"46662","311","311","311","667.4328565920133","667.4328565920133","667.4328565920133"
"46779","312","312","312","668.7380359970261","668.7380359970261","668.7380359970261"
"46867","313","313","313","665.5066850937745","665.5066850937745","665.5066850937745"
"47095","314","314","314","676.4429740092323","676.4429740092323","676.4429740092323"
"47169","315","315","315","669.0932247344064","669.0932247344064","669.0932247344064"
"47261","316","316","316","652.4492159669795","652.4492159669795","652.4492159669795"
"47706","317","317","317","671.8197735239019","671.8197735239019","671.8197735239019"
"47897","318","318","318","668.8109512638955","668.8109512638955","668.8109512638955"
"48136","319","319","319","662.5406221159719","662.5406221159719","662.5406221159719"
"48384","320","320","320","654.6458100971739","654.6458100971739","654.6458100971739"
"48453","321","321","321","633.0920778607008","633.0920778607008","633.0920778607008"
"48525","322","322","322","618.9142209108942","618.9142209108942","618.9142209108942"
"48598","323","323","323","614.3344390165669","614.3344390165669","614.3344390165669"
"48680","324","324","324","607.742936481549","607.742936481549","607.742936481549"
"49102","325","325","325","629.8545060531608","629.8545060531608","629.8545060531608"
"49178","326","326","326","601.4704365819823","601.4704365819823","601.4704365819823"
"49253","327","327","327","595.7888725347816","595.7888725347816","595.7888725347816"
"49343","328","328","328","596.371739737495","596.371739737495","596.371739737495"
"49639","329","329","329","597.7480094179956","597.7480094179956","597.7480094179956"
"49717","330","330","330","591.6636970436856","591.6636970436856","591.6636970436856"
"50024","331","331","331","615.6340224788923","615.6340224788923","615.6340224788923"
"50111","332","332","332","614.2790332003708","614.2790332003708","614.2790332003708"
"50178","333","333","333","610.362420830678","610.362420830678","610.362420830678"
"50252","334","334","334","609.4056648775052","609.4056648775052","609.4056648775052"
"50323","335","335","335","592.2851881693458","592.2851881693458","592.2851881693458"
"50405","336","336","336","593.0373836289534","593.0373836289534","593.0373836289534"
"50492","337","337","337","584.3277843908411","584.3277843908411","584.3277843908411"
"50574","338","338","338","584.082753255156","584.082753255156","584.082753255156"
"50736","339","339","339","581.0460441541221","581.0460441541221","581.0460441541221"
"50880","340","340","340","585.8581840815505","585.8581840815505","585.8581840815505"
"51098","341","341","341","594.1588997586578","594.1588997586578","594.1588997586578"
"51178","342","342","342","594.3484552449248","594.3484552449248","594.3484552449248"
"51251","343","343","343","594.2675347675566","594.2675347675566","594.2675347675566"
"51348","344","344","344","596.5518018925192","596.5518018925192","596.5518018925192"
"51912","345","345","345","634.9313885719479","634.9313885719479","634.9313885719479"
"51993","346","346","346","626.4995033147494","626.4995033147494","626.4995033147494"
"52059","347","347","347","567.4813837510496","567.4813837510496","567.4813837510496"
"52127","348","348","348","552.4868047380855","552.4868047380855","552.4868047380855"
"52245","349","349","349","550.7747088650173","550.7747088650173","550.7747088650173"
"52313","350","350","350","546.6759585966182","546.6759585966182","546.6759585966182"
"52388","351","351","351","540.198148530913","540.198148530913","540.198148530913"
"52467","352","352","352","519.5916938943172","519.5916938943172","519.5916938943172"
"52594","353","353","353","502.68940437409236","502.68940437409236","502.68940437409236"
"52725","354","354","354","509.63772259214716","509.63772259214716","509.63772259214716"
"53062","355","355","355","531.4998041097222","531.4998041097222","531.4998041097222"
"53325","356","356","356","514.7635065490291","514.7635065490291","514.7635065490291"
"53423","357","357","357","513.2258024913843","513.2258024913843","513.2258024913843"
"53515","358","358","358","507.96577726904457","507.96577726904457","507.96577726904457"
"53664","359","359","359","507.6938236346885","507.6938236346885","507.6938236346885"
"53764","360","360","360","490.2283096132871","490.2283096132871","490.2283096132871"
"54122","361","361","361","512.253262529785","512.253262529785","512.253262529785"
"54249","362","362","362","513.9298063410321","513.9298063410321","513.9298063410321"
"54352","363","363","363","514.4776043254151","514.4776043254151","514.4776043254151"
"54458","364","364","364","506.0309573901876","506.0309573901876","506.0309573901876"
"54545","365","365","365","507.85775032454984","507.85775032454984","507.85775032454984"
"54637","366","366","366","506.84662213513366","506.84662213513366","506.84662213513366"
"54724","367","367","367","483.79444783503294","483.79444783503294","483.79444783503294"
"54809","368","368","368","472.59466849644997","472.59466849644997","472.59466849644997"
"55315","369","369","369","497.58243146390976","497.58243146390976","497.58243146390976"
"55558","370","370","370","496.91057314325496","496.91057314325496","496.91057314325496"
"55695","371","371","371","504.0983330665151","504.0983330665151","504.0983330665151"
"55836","372","372","372","509.861529596899","509.861529596899","509.861529596899"
"56302","373","373","373","543.7775619773843","543.7775619773843","543.7775619773843"
"56407","374","374","374","545.4875960158389","545.4875960158389","545.4875960158389"
"56696","375","375","375","544.0568533311848","544.0568533311848","544.0568533311848"
"56923","376","376","376","561.7110933634201","561.7110933634201","561.7110933634201"
"57172","377","377","377","574.8661057775774","574.8661057775774","574.8661057775774"
"57275","378","378","378","575.5970652708675","575.5970652708675","575.5970652708675"
"57463","379","379","379","566.7510749040457","566.7510749040457","566.7510749040457"
